client_id,sexe,âge,revenu_mensuel,segment_age,revenu_cat,produit,canal_achat,montant_panier,panier_frequent,note_satisfaction,retour_produit,date_achat
3781,Femme,35,3464.16,Adulte,Moyen,Beauté,Email,37.05,Non,2,Non,2023-05-10
3782,Homme,42,2025.69,Mature,Moyen,Maison,Mobile,93.19,Non,2,Non,2023-03-16
3783,Femme,43,1506.02,Mature,Bas,Mode,Desktop,72.7,Non,2,Non,2023-03-29
3784,Femme,38,2347.5,Adulte,Moyen,Électronique,Mobile,62.17,Non,2,Oui,2023-11-22
3785,Femme,43,2614.29,Mature,Moyen,Mode,Email,74.4,Oui,4,Non,2023-08-26
3786,Femme,29,2017.33,Adulte,Moyen,Mode,Desktop,56.68,Oui,3,Non,2023-11-03
3787,Homme,53,1938.2,Mature,Bas,Électronique,Desktop,236.5,Non,2,Non,2023-08-30
3788,Homme,47,2848.42,Mature,Moyen,Électronique,Mobile,58.34,Non,3,Non,2023-02-21
3789,Femme,24,3537.74,Jeune,Moyen,Maison,Desktop,49.61,Non,3,Non,2023-08-04
3790,Homme,27,3316.97,Adulte,Moyen,Électronique,Desktop,127.1,Non,1,Oui,2023-02-23
3791,Femme,27,2960.77,Adulte,Moyen,Maison,Mobile,53.85,Oui,5,Non,2023-10-23
3792,Femme,44,2841.05,Mature,Moyen,Mode,Email,31.85,Non,3,Non,2023-01-15
3793,Homme,25,4327.84,Jeune,Élevé,Maison,Mobile,159.7,Oui,3,Non,2023-01-07
3794,Homme,34,3639.12,Adulte,Moyen,Électronique,Email,69.35,Oui,3,Non,2023-12-12
3795,Homme,42,2089.4,Mature,Moyen,Sport,Email,255.74,Non,4,Non,2023-06-10
3796,Femme,37,2579.93,Adulte,Moyen,Mode,Email,48.24,Non,2,Non,2023-02-27
3797,Homme,40,2637.46,Adulte,Moyen,Électronique,Desktop,94.52,Non,3,Non,2023-10-17
3798,Femme,27,1856.44,Adulte,Bas,Maison,Desktop,31.21,Non,3,Non,2023-03-16
3799,Homme,43,3059.75,Mature,Moyen,Électronique,Mobile,94.53,Oui,4,Non,2023-07-03
3800,Homme,31,5406.46,Adulte,Élevé,Électronique,Email,79.93,Non,3,Non,2023-11-07
3801,Femme,34,2951.81,Adulte,Moyen,Beauté,Mobile,84.54,Non,3,Non,2023-01-25
3802,Femme,40,2226.21,Adulte,Moyen,Beauté,Mobile,23.65,Non,2,Oui,2023-11-28
3803,Femme,39,2261.17,Adulte,Moyen,Maison,Mobile,109.08,Non,2,Non,2023-04-07
3804,Femme,38,3260.99,Adulte,Moyen,Mode,Email,76.36,Non,3,Non,2023-10-25
3805,Femme,30,3255.72,Adulte,Moyen,Beauté,Email,55.5,Non,2,Non,2023-09-06
3806,Femme,35,3085.23,Adulte,Moyen,Beauté,Mobile,34.06,Non,2,Oui,2023-08-01
3807,Femme,38,2769.98,Adulte,Moyen,Maison,Mobile,32.34,Non,2,Non,2023-05-08
3808,Femme,24,2962.37,Jeune,Moyen,Maison,Desktop,142.74,Non,2,Oui,2023-06-18
3809,Homme,33,3419.1,Adulte,Moyen,Électronique,Mobile,147.56,Non,2,Non,2023-01-14
3810,Femme,41,2495.3,Mature,Moyen,Beauté,Desktop,55.04,Non,3,Non,2023-04-01
3811,Femme,25,3405.98,Jeune,Moyen,Électronique,Mobile,34.64,Oui,2,Non,2023-05-17
3812,Homme,49,3029.15,Mature,Moyen,Électronique,Mobile,171.16,Non,1,Non,2023-04-18
3813,Femme,50,3832.43,Mature,Moyen,Beauté,Mobile,90.9,Non,4,Non,2023-04-19
3814,Homme,25,3402.79,Jeune,Moyen,Électronique,Mobile,40.74,Non,2,Oui,2023-08-07
3815,Homme,51,3905.4,Mature,Moyen,Sport,Mobile,54.59,Oui,5,Non,2023-07-21
3816,Femme,36,3276.3,Adulte,Moyen,Maison,App,37.82,Oui,3,Non,2023-12-25
3817,Homme,42,2146.83,Mature,Moyen,Sport,Desktop,119.34,Oui,5,Non,2023-11-18
3818,Femme,33,2737.93,Adulte,Moyen,Beauté,Mobile,61.01,Non,3,Non,2023-04-10
3819,Homme,47,2590.42,Mature,Moyen,Sport,Desktop,48.41,Non,3,Non,2023-11-10
3820,Homme,42,4109.95,Mature,Élevé,Électronique,Mobile,125.01,Non,3,Non,2023-03-15
3821,Homme,29,3054.82,Adulte,Moyen,Sport,Desktop,96.29,Non,4,Non,2023-11-04
3822,Femme,26,2032.62,Adulte,Moyen,Mode,Email,83.84,Non,3,Non,2023-04-11
3823,Femme,23,2120.33,Jeune,Moyen,Électronique,Desktop,169.48,Non,3,Non,2023-07-01
3824,Homme,39,3612.63,Adulte,Moyen,Sport,Desktop,79.44,Non,3,Non,2023-01-22
3825,Homme,43,3419.61,Mature,Moyen,Sport,Mobile,34.34,Oui,4,Non,2023-01-05
3826,Femme,44,1737.58,Mature,Bas,Mode,Desktop,26.16,Non,2,Oui,2023-04-20
3827,Femme,36,3485.31,Adulte,Moyen,Beauté,Mobile,131.76,Non,4,Non,2023-11-16
3828,Homme,26,2311.25,Adulte,Moyen,Sport,Desktop,29.68,Non,4,Non,2023-06-06
3829,Homme,31,2844.73,Adulte,Moyen,Électronique,App,109.63,Non,2,Non,2023-08-12
3830,Femme,49,3040.06,Mature,Moyen,Maison,Email,47.01,Non,4,Non,2023-11-09
3831,Femme,33,3256.64,Adulte,Moyen,Beauté,Email,187.64,Oui,3,Non,2023-04-16
3832,Femme,39,2116.91,Adulte,Moyen,Beauté,Mobile,33.43,Non,2,Oui,2023-07-08
3833,Femme,27,1854.55,Adulte,Bas,Mode,Desktop,45.5,Non,3,Non,2023-09-29
3834,Femme,41,3295.32,Mature,Moyen,Mode,Email,122.11,Non,3,Non,2023-05-04
3835,Homme,33,4051.1,Adulte,Élevé,Sport,Mobile,92.03,Oui,3,Non,2023-07-14
3836,Femme,48,3313.48,Mature,Moyen,Maison,Email,61.07,Non,2,Non,2023-06-17
3837,Homme,45,3826.37,Mature,Moyen,Électronique,Mobile,138.83,Oui,4,Non,2023-07-22
3838,Femme,33,3556.61,Adulte,Moyen,Maison,App,316.96,Oui,4,Non,2023-02-09
3839,Homme,36,2256.22,Adulte,Moyen,Électronique,Mobile,35.72,Non,3,Non,2023-11-25
3840,Femme,32,3015.6,Adulte,Moyen,Beauté,Mobile,43.36,Non,2,Non,2023-09-05
3841,Femme,23,2492.83,Jeune,Moyen,Beauté,Mobile,53.54,Oui,5,Non,2023-12-15
3842,Homme,29,3876.73,Adulte,Moyen,Sport,Mobile,56.82,Non,2,Non,2023-01-29
3843,Homme,39,3266.0,Adulte,Moyen,Électronique,Email,64.67,Non,4,Non,2023-08-19
3844,Femme,41,1747.68,Mature,Bas,Beauté,Mobile,44.38,Non,2,Oui,2023-04-15
3845,Femme,39,2828.34,Adulte,Moyen,Mode,Email,121.83,Non,3,Non,2023-02-05
3846,Femme,34,3686.31,Adulte,Moyen,Mode,App,63.36,Oui,3,Non,2023-03-21
3847,Femme,47,1768.96,Mature,Bas,Mode,App,35.5,Oui,4,Non,2023-04-11
3848,Femme,38,3918.8,Adulte,Moyen,Mode,Email,87.21,Oui,4,Non,2023-10-17
3849,Homme,45,2904.99,Mature,Moyen,Mode,App,152.24,Non,4,Non,2023-06-14
3850,Homme,20,2718.64,Jeune,Moyen,Maison,Mobile,113.74,Non,4,Non,2023-04-23
3851,Femme,18,3124.04,Jeune,Moyen,Beauté,App,51.19,Non,2,Non,2023-06-06
3852,Homme,40,3246.77,Adulte,Moyen,Maison,Mobile,290.33,Oui,4,Non,2023-12-09
3853,Homme,23,3211.83,Jeune,Moyen,Sport,Mobile,88.46,Non,2,Oui,2023-06-30
3854,Homme,35,2477.5,Adulte,Moyen,Électronique,Mobile,37.27,Non,4,Non,2023-04-18
3855,Femme,34,2825.31,Adulte,Moyen,Beauté,Email,85.18,Non,2,Non,2023-08-22
3856,Homme,53,2295.4,Mature,Moyen,Maison,Mobile,193.05,Non,3,Non,2023-06-23
3857,Femme,41,4305.0,Mature,Élevé,Mode,Mobile,81.48,Oui,5,Non,2023-12-31
3858,Homme,39,3634.01,Adulte,Moyen,Sport,Desktop,99.09,Oui,4,Non,2023-08-03
3859,Femme,46,2632.48,Mature,Moyen,Beauté,Desktop,34.17,Non,4,Non,2023-06-19
3860,Homme,41,3485.89,Mature,Moyen,Mode,Mobile,41.89,Oui,3,Non,2023-02-05
3861,Femme,33,2229.39,Adulte,Moyen,Maison,Desktop,93.5,Non,2,Non,2023-11-29
3862,Femme,48,2361.26,Mature,Moyen,Électronique,Mobile,66.57,Non,3,Non,2023-01-15
3863,Homme,26,3211.65,Adulte,Moyen,Électronique,Desktop,83.78,Non,2,Non,2023-06-04
3864,Femme,41,2404.83,Mature,Moyen,Mode,Desktop,46.09,Non,2,Non,2023-09-19
3865,Femme,22,2305.97,Jeune,Moyen,Mode,App,59.55,Non,2,Non,2023-09-16
3866,Femme,40,2325.99,Adulte,Moyen,Beauté,Email,28.27,Oui,4,Non,2023-07-19
3867,Femme,39,2216.66,Adulte,Moyen,Beauté,Mobile,27.65,Non,2,Oui,2023-09-08
3868,Femme,54,3701.75,Mature,Moyen,Beauté,Mobile,65.21,Oui,4,Non,2023-02-19
3869,Femme,22,2914.16,Jeune,Moyen,Électronique,App,79.84,Non,4,Non,2023-11-09
3870,Femme,31,2574.15,Adulte,Moyen,Mode,Desktop,148.81,Non,3,Non,2023-08-23
3871,Femme,46,2823.43,Mature,Moyen,Beauté,Email,47.48,Non,2,Oui,2023-10-15
3872,Homme,41,3758.08,Mature,Moyen,Sport,Desktop,91.8,Oui,3,Non,2023-06-29
3873,Homme,39,2416.63,Adulte,Moyen,Sport,Email,41.5,Non,3,Non,2023-04-20
3874,Femme,28,1688.32,Adulte,Bas,Beauté,Mobile,34.55,Non,2,Oui,2023-02-28
3875,Femme,32,3870.8,Adulte,Moyen,Électronique,Email,142.36,Non,3,Non,2023-08-07
3876,Homme,50,3196.09,Mature,Moyen,Maison,Email,91.4,Non,3,Non,2023-01-16
3877,Homme,37,3197.32,Adulte,Moyen,Sport,Mobile,54.37,Non,4,Non,2023-06-28
3878,Homme,41,3750.37,Mature,Moyen,Sport,Mobile,69.2,Non,4,Non,2023-02-17
3879,Femme,36,4331.49,Adulte,Élevé,Maison,Desktop,177.28,Non,2,Non,2023-12-02
3880,Homme,26,4307.49,Adulte,Élevé,Électronique,Email,158.16,Non,3,Non,2023-09-11
3881,Femme,47,1903.97,Mature,Bas,Maison,App,215.45,Oui,5,Non,2023-10-23
3882,Femme,43,3329.21,Mature,Moyen,Maison,Desktop,184.1,Non,2,Non,2023-12-31
3883,Homme,61,2779.45,Senior,Moyen,Maison,Desktop,107.52,Oui,3,Non,2023-03-21
3884,Femme,27,2830.38,Adulte,Moyen,Beauté,Email,38.42,Oui,3,Non,2023-02-05
3885,Femme,46,2561.25,Mature,Moyen,Beauté,Mobile,47.18,Non,2,Oui,2023-07-18
3886,Femme,24,3339.11,Jeune,Moyen,Beauté,Email,72.22,Non,2,Non,2023-12-15
3887,Femme,39,2414.18,Adulte,Moyen,Beauté,Mobile,25.79,Oui,4,Non,2023-02-23
3888,Homme,47,4055.83,Mature,Élevé,Mode,Desktop,109.16,Non,2,Non,2023-08-23
3889,Homme,18,4376.33,Jeune,Élevé,Maison,App,325.59,Non,4,Non,2023-01-28
3890,Femme,35,3364.64,Adulte,Moyen,Beauté,Desktop,118.01,Oui,4,Non,2023-12-25
3891,Femme,32,2266.87,Adulte,Moyen,Mode,Mobile,92.53,Non,4,Non,2023-03-21
3892,Homme,30,3265.04,Adulte,Moyen,Électronique,Email,127.81,Oui,4,Non,2023-09-09
3893,Femme,41,1988.28,Mature,Bas,Beauté,Desktop,129.0,Non,3,Non,2023-06-06
3894,Homme,49,3192.73,Mature,Moyen,Électronique,Mobile,63.14,Oui,5,Non,2023-07-07
3895,Femme,36,3857.67,Adulte,Moyen,Mode,Mobile,74.08,Non,3,Non,2023-07-05
3896,Femme,40,2892.0,Adulte,Moyen,Beauté,Mobile,80.76,Non,2,Oui,2023-01-13
3897,Homme,39,3176.89,Adulte,Moyen,Électronique,Mobile,103.19,Non,2,Oui,2023-11-22
3898,Homme,38,2049.88,Adulte,Moyen,Maison,Desktop,154.32,Non,2,Non,2023-11-25
3899,Homme,27,1850.26,Adulte,Bas,Électronique,Desktop,56.82,Oui,4,Non,2023-03-22
3900,Homme,49,3181.12,Mature,Moyen,Sport,Email,57.65,Oui,5,Non,2023-01-02
3901,Femme,40,3294.72,Adulte,Moyen,Maison,Desktop,53.59,Non,2,Non,2023-12-21
3902,Homme,41,2733.65,Mature,Moyen,Électronique,Mobile,112.82,Non,2,Oui,2023-05-18
3903,Femme,29,3217.83,Adulte,Moyen,Maison,Mobile,67.8,Oui,5,Non,2023-12-20
3904,Homme,33,2248.69,Adulte,Moyen,Électronique,Mobile,89.3,Oui,4,Non,2023-09-17
3905,Homme,36,4094.59,Adulte,Élevé,Sport,App,43.95,Non,3,Non,2023-10-18
3906,Femme,22,3230.86,Jeune,Moyen,Beauté,Mobile,90.81,Non,3,Non,2023-04-13
3907,Homme,21,2284.97,Jeune,Moyen,Sport,Desktop,59.36,Non,4,Non,2023-04-24
3908,Homme,31,2931.76,Adulte,Moyen,Maison,Email,126.93,Non,4,Non,2023-09-20
3909,Homme,43,4095.22,Mature,Élevé,Électronique,App,65.12,Oui,2,Oui,2023-11-14
3910,Homme,31,3198.82,Adulte,Moyen,Électronique,Mobile,194.47,Non,3,Non,2023-10-06
3911,Femme,27,2465.39,Adulte,Moyen,Mode,Mobile,147.42,Oui,4,Non,2023-07-16
3912,Femme,29,2956.88,Adulte,Moyen,Mode,Mobile,64.05,Oui,5,Non,2023-06-04
3913,Homme,33,2432.36,Adulte,Moyen,Électronique,Mobile,32.73,Non,2,Non,2023-10-05
3914,Homme,34,4197.38,Adulte,Élevé,Sport,Desktop,75.94,Non,4,Non,2023-03-16
3915,Homme,59,3745.34,Mature,Moyen,Électronique,Desktop,124.93,Non,2,Non,2023-05-29
3916,Femme,48,3075.8,Mature,Moyen,Beauté,Email,74.67,Non,2,Non,2023-02-01
3917,Femme,48,3518.46,Mature,Moyen,Mode,Mobile,171.96,Non,2,Non,2023-05-02
3918,Femme,49,2584.23,Mature,Moyen,Mode,Desktop,176.08,Non,3,Non,2023-06-24
3919,Femme,28,5436.72,Adulte,Élevé,Mode,Mobile,112.76,Non,2,Oui,2023-09-19
3920,Homme,25,4597.95,Jeune,Élevé,Maison,Email,119.99,Oui,5,Non,2023-03-03
3921,Homme,26,3248.16,Adulte,Moyen,Mode,Email,40.82,Non,4,Non,2023-03-05
3922,Homme,51,4037.08,Mature,Élevé,Électronique,Desktop,82.35,Non,3,Non,2023-05-15
3923,Femme,32,2870.54,Adulte,Moyen,Mode,Mobile,52.75,Non,4,Non,2023-05-19
3924,Homme,25,4382.85,Jeune,Élevé,Sport,App,64.2,Non,3,Non,2023-10-11
3925,Femme,33,3845.15,Adulte,Moyen,Maison,Email,132.03,Non,3,Non,2023-10-12
3926,Femme,35,3892.11,Adulte,Moyen,Maison,Mobile,87.12,Non,4,Non,2023-02-09
3927,Homme,40,4680.3,Adulte,Élevé,Maison,Desktop,97.08,Oui,4,Non,2023-10-10
3928,Homme,40,4060.56,Adulte,Élevé,Sport,Mobile,54.27,Non,4,Non,2023-10-15
3929,Homme,29,4392.84,Adulte,Élevé,Électronique,Mobile,59.29,Non,2,Oui,2023-07-20
3930,Femme,44,3545.83,Mature,Moyen,Beauté,Mobile,60.73,Non,2,Non,2023-05-28
3931,Femme,31,4012.43,Adulte,Élevé,Mode,Desktop,43.69,Oui,3,Non,2023-08-03
3932,Homme,36,2275.55,Adulte,Moyen,Électronique,Mobile,37.35,Oui,2,Oui,2023-10-27
3933,Homme,44,2212.76,Mature,Moyen,Électronique,Mobile,165.5,Non,3,Non,2023-08-17
3934,Femme,31,3620.81,Adulte,Moyen,Électronique,Mobile,84.53,Non,3,Non,2023-08-12
3935,Homme,32,3661.89,Adulte,Moyen,Mode,Mobile,261.33,Non,4,Non,2023-07-04
3936,Femme,43,2148.68,Mature,Moyen,Beauté,Email,21.7,Non,2,Oui,2023-05-02
3937,Femme,29,3866.39,Adulte,Moyen,Maison,Desktop,221.04,Non,3,Non,2023-02-24
3938,Homme,34,3328.21,Adulte,Moyen,Mode,Mobile,96.69,Non,2,Non,2023-01-02
3939,Homme,43,4066.0,Mature,Élevé,Sport,Mobile,87.5,Oui,3,Non,2023-03-05
3940,Homme,58,4057.42,Mature,Élevé,Sport,Email,128.65,Non,2,Non,2023-10-27
3941,Homme,44,2240.71,Mature,Moyen,Mode,App,81.54,Oui,3,Non,2023-11-25
3942,Femme,42,1544.56,Mature,Bas,Beauté,Desktop,17.15,Non,2,Non,2023-11-03
3943,Femme,43,3372.79,Mature,Moyen,Maison,Mobile,203.45,Oui,3,Non,2023-11-28
3944,Femme,27,3126.76,Adulte,Moyen,Beauté,Desktop,130.38,Non,4,Non,2023-06-11
3945,Homme,39,3743.87,Adulte,Moyen,Sport,Mobile,72.66,Oui,4,Non,2023-08-07
3946,Femme,37,2624.81,Adulte,Moyen,Beauté,Mobile,32.71,Non,4,Non,2023-01-03
3947,Homme,41,2825.18,Mature,Moyen,Sport,Desktop,110.96,Oui,5,Non,2023-05-07
3948,Homme,39,3208.57,Adulte,Moyen,Maison,Mobile,86.41,Oui,4,Non,2023-05-08
3949,Homme,41,3410.52,Mature,Moyen,Électronique,App,67.28,Non,2,Non,2023-02-17
3950,Homme,34,2949.26,Adulte,Moyen,Sport,Email,269.83,Non,3,Non,2023-01-19
3951,Homme,38,2144.94,Adulte,Moyen,Maison,Mobile,34.39,Non,3,Non,2023-07-03
3952,Homme,25,3151.39,Jeune,Moyen,Mode,App,42.3,Oui,5,Non,2023-11-17
3953,Femme,34,3196.06,Adulte,Moyen,Maison,Mobile,97.88,Non,4,Non,2023-07-02
3954,Homme,51,2990.62,Mature,Moyen,Sport,Desktop,44.81,Non,3,Non,2023-04-05
3955,Femme,41,2777.17,Mature,Moyen,Maison,Desktop,66.02,Non,3,Non,2023-11-30
3956,Femme,37,3266.41,Adulte,Moyen,Mode,Desktop,49.17,Non,3,Non,2023-10-16
3957,Homme,56,2696.61,Mature,Moyen,Sport,Mobile,100.22,Non,2,Non,2023-06-06
3958,Homme,24,1843.09,Jeune,Bas,Électronique,App,45.4,Oui,2,Oui,2023-07-22
3959,Homme,26,2870.29,Adulte,Moyen,Électronique,Mobile,183.81,Non,2,Non,2023-05-29
3960,Femme,55,2599.23,Mature,Moyen,Beauté,Desktop,89.91,Non,4,Non,2023-11-22
3961,Homme,38,4335.31,Adulte,Élevé,Sport,Email,60.32,Oui,5,Non,2023-04-15
3962,Femme,35,1999.3,Adulte,Bas,Beauté,Email,97.01,Non,3,Non,2023-05-27
3963,Homme,26,4722.49,Adulte,Élevé,Électronique,Desktop,79.47,Non,2,Non,2023-01-14
3964,Homme,42,2122.76,Mature,Moyen,Électronique,Email,65.07,Non,2,Non,2023-02-18
3965,Femme,43,2562.23,Mature,Moyen,Beauté,Mobile,29.53,Non,4,Non,2023-10-01
3966,Femme,27,3285.33,Adulte,Moyen,Maison,Email,93.41,Non,2,Non,2023-02-27
3967,Homme,36,3123.0,Adulte,Moyen,Sport,Email,112.56,Non,3,Non,2023-01-02
3968,Femme,34,2246.34,Adulte,Moyen,Mode,Desktop,80.99,Non,4,Non,2023-12-06
3969,Femme,40,3749.35,Adulte,Moyen,Beauté,Mobile,76.0,Oui,5,Non,2023-02-19
3970,Femme,26,2557.36,Adulte,Moyen,Mode,Mobile,162.5,Non,4,Non,2023-09-10
3971,Femme,50,3944.5,Mature,Moyen,Mode,Mobile,74.37,Oui,4,Non,2023-05-11
3972,Femme,47,2367.27,Mature,Moyen,Beauté,Desktop,286.0,Non,2,Oui,2023-12-04
3973,Homme,34,2645.62,Adulte,Moyen,Mode,App,63.51,Oui,4,Non,2023-01-21
3974,Homme,35,3554.22,Adulte,Moyen,Mode,Desktop,97.39,Oui,3,Non,2023-01-30
3975,Femme,36,1898.9,Adulte,Bas,Électronique,Desktop,22.98,Non,3,Non,2023-08-03
3976,Homme,30,3637.85,Adulte,Moyen,Électronique,App,137.1,Oui,5,Non,2023-05-17
3977,Homme,33,3372.59,Adulte,Moyen,Maison,Desktop,61.44,Non,2,Non,2023-01-03
3978,Femme,35,3594.05,Adulte,Moyen,Beauté,Mobile,42.5,Non,2,Non,2023-05-28
3979,Homme,54,2396.24,Mature,Moyen,Maison,Email,35.51,Non,3,Non,2023-01-23
3980,Femme,47,3067.16,Mature,Moyen,Électronique,Desktop,90.3,Non,3,Non,2023-06-27
3981,Femme,47,2997.51,Mature,Moyen,Beauté,App,72.72,Oui,5,Non,2023-04-23
3982,Homme,41,1337.5,Mature,Bas,Électronique,Email,115.43,Non,2,Non,2023-08-13
3983,Femme,26,2162.48,Adulte,Moyen,Beauté,App,49.98,Oui,4,Non,2023-08-17
3984,Femme,37,2160.97,Adulte,Moyen,Maison,Mobile,165.65,Non,2,Non,2023-06-14
3985,Femme,47,2842.15,Mature,Moyen,Mode,Mobile,32.68,Non,2,Oui,2023-09-18
3986,Femme,25,3973.07,Jeune,Moyen,Mode,Desktop,47.5,Oui,5,Non,2023-11-30
3987,Femme,44,3659.97,Mature,Moyen,Maison,Mobile,55.22,Oui,3,Non,2023-08-30
3988,Homme,61,2841.27,Senior,Moyen,Maison,Desktop,36.14,Non,4,Non,2023-02-07
3989,Homme,48,3926.69,Mature,Moyen,Mode,Email,123.88,Non,4,Non,2023-03-28
3990,Femme,52,1553.3,Mature,Bas,Beauté,Desktop,37.17,Oui,5,Non,2023-04-13
3991,Femme,40,2497.11,Adulte,Moyen,Mode,Desktop,80.59,Non,4,Non,2023-10-31
3992,Homme,47,2875.97,Mature,Moyen,Mode,Desktop,115.63,Oui,5,Non,2023-08-26
3993,Femme,30,2771.08,Adulte,Moyen,Mode,Email,75.25,Oui,5,Non,2023-04-30
3994,Homme,45,3428.23,Mature,Moyen,Sport,Desktop,70.88,Non,4,Non,2023-09-08
3995,Femme,44,2419.53,Mature,Moyen,Électronique,Email,74.46,Oui,4,Non,2023-07-23
3996,Femme,40,2436.28,Adulte,Moyen,Maison,App,109.98,Oui,3,Non,2023-07-24
3997,Femme,51,2244.96,Mature,Moyen,Mode,Mobile,67.7,Oui,3,Non,2023-12-02
3998,Femme,32,2390.02,Adulte,Moyen,Beauté,App,48.71,Non,3,Non,2023-11-14
3999,Femme,36,3948.73,Adulte,Moyen,Électronique,Mobile,120.28,Oui,2,Non,2023-12-13
4000,Femme,38,3214.25,Adulte,Moyen,Beauté,Desktop,188.52,Non,4,Non,2023-11-09
4001,Femme,27,3225.08,Adulte,Moyen,Beauté,App,111.5,Non,3,Non,2023-06-01
4002,Homme,40,1555.78,Adulte,Bas,Mode,Desktop,51.11,Non,2,Oui,2023-10-20
4003,Homme,20,3882.22,Jeune,Moyen,Sport,Mobile,83.73,Non,2,Non,2023-07-07
4004,Homme,48,2076.45,Mature,Moyen,Sport,Desktop,44.6,Oui,3,Non,2023-07-20
4005,Femme,38,3270.73,Adulte,Moyen,Mode,Email,76.78,Non,4,Non,2023-09-30
4006,Femme,32,2964.12,Adulte,Moyen,Beauté,Desktop,93.14,Non,2,Non,2023-06-20
4007,Femme,29,2327.38,Adulte,Moyen,Mode,Email,132.45,Non,2,Non,2023-09-13
4008,Femme,35,2140.68,Adulte,Moyen,Maison,Email,25.96,Non,2,Non,2023-08-03
4009,Femme,44,3505.81,Mature,Moyen,Beauté,App,43.7,Oui,3,Non,2023-09-17
4010,Femme,43,2711.16,Mature,Moyen,Mode,Mobile,79.21,Non,4,Non,2023-08-31
4011,Femme,30,1712.1,Adulte,Bas,Beauté,Desktop,75.48,Non,4,Non,2023-01-05
4012,Homme,29,3751.66,Adulte,Moyen,Sport,Mobile,89.41,Non,4,Non,2023-04-05
4013,Femme,44,4518.1,Mature,Élevé,Maison,Desktop,65.85,Non,2,Oui,2023-11-27
4014,Homme,30,3323.79,Adulte,Moyen,Sport,Mobile,84.24,Non,2,Non,2023-05-01
4015,Homme,38,3903.67,Adulte,Moyen,Maison,Mobile,83.66,Oui,5,Non,2023-11-02
4016,Femme,39,3782.46,Adulte,Moyen,Beauté,App,51.31,Oui,5,Non,2023-11-28
4017,Femme,41,1833.14,Mature,Bas,Mode,Desktop,147.92,Non,4,Non,2023-06-15
4018,Homme,46,2853.24,Mature,Moyen,Électronique,Mobile,91.96,Non,3,Non,2023-11-24
4019,Homme,25,4132.79,Jeune,Élevé,Maison,Desktop,184.16,Non,2,Oui,2023-03-22
4020,Femme,18,4491.06,Jeune,Élevé,Mode,Desktop,77.38,Non,2,Oui,2023-11-04
4021,Femme,32,2442.04,Adulte,Moyen,Mode,Desktop,84.55,Non,3,Non,2023-01-21
4022,Homme,56,3711.77,Mature,Moyen,Électronique,Desktop,179.75,Non,2,Oui,2023-05-07
4023,Femme,58,2482.89,Mature,Moyen,Électronique,Desktop,58.32,Non,3,Non,2023-09-17
4024,Femme,56,2785.64,Mature,Moyen,Maison,Mobile,168.18,Oui,3,Non,2023-11-01
4025,Femme,36,3838.62,Adulte,Moyen,Mode,Desktop,64.37,Non,3,Non,2023-12-17
4026,Homme,20,3464.9,Jeune,Moyen,Sport,Email,45.48,Non,3,Non,2023-09-22
4027,Homme,18,3057.05,Jeune,Moyen,Sport,Desktop,95.25,Non,4,Non,2023-11-05
4028,Homme,31,2973.45,Adulte,Moyen,Mode,App,54.2,Oui,4,Non,2023-02-17
4029,Femme,36,3894.8,Adulte,Moyen,Maison,Desktop,259.71,Oui,4,Non,2023-09-12
4030,Femme,51,3852.34,Mature,Moyen,Beauté,Mobile,116.86,Oui,4,Non,2023-02-14
4031,Homme,46,2684.03,Mature,Moyen,Mode,Mobile,42.56,Non,3,Non,2023-04-07
4032,Homme,40,2950.32,Adulte,Moyen,Électronique,Desktop,391.34,Non,3,Non,2023-08-16
4033,Homme,29,4150.63,Adulte,Élevé,Sport,Desktop,63.21,Oui,3,Non,2023-04-11
4034,Femme,28,3586.66,Adulte,Moyen,Maison,Mobile,94.64,Non,2,Non,2023-07-11
4035,Homme,40,1866.18,Adulte,Bas,Électronique,Desktop,25.08,Non,2,Non,2023-01-04
4036,Homme,44,1932.4,Mature,Bas,Mode,Mobile,21.87,Non,2,Oui,2023-07-26
4037,Femme,41,4117.19,Mature,Élevé,Beauté,Mobile,57.99,Oui,4,Non,2023-05-13
4038,Femme,27,3004.49,Adulte,Moyen,Mode,Desktop,30.79,Non,3,Non,2023-08-12
4039,Femme,44,3560.14,Mature,Moyen,Beauté,App,51.21,Oui,4,Non,2023-06-30
4040,Homme,42,4446.71,Mature,Élevé,Maison,Mobile,97.65,Non,4,Non,2023-04-16
4041,Femme,27,2977.27,Adulte,Moyen,Beauté,Mobile,86.13,Non,2,Oui,2023-10-04
4042,Femme,30,3451.38,Adulte,Moyen,Beauté,Desktop,48.41,Non,4,Non,2023-11-05
4043,Homme,44,1900.93,Mature,Bas,Électronique,Mobile,62.96,Non,2,Oui,2023-01-01
4044,Femme,35,2758.27,Adulte,Moyen,Mode,Mobile,56.55,Non,3,Non,2023-06-04
4045,Homme,53,1636.4,Mature,Bas,Sport,App,35.41,Oui,5,Non,2023-02-16
4046,Homme,43,2867.52,Mature,Moyen,Électronique,Email,70.0,Non,2,Oui,2023-02-02
4047,Femme,33,4309.49,Adulte,Élevé,Beauté,Email,75.24,Non,4,Non,2023-08-01
4048,Femme,37,2078.0,Adulte,Moyen,Beauté,Mobile,31.4,Non,4,Non,2023-08-10
4049,Femme,38,3293.5,Adulte,Moyen,Mode,Mobile,70.42,Non,2,Non,2023-10-27
